Province,Electoral District Name/Nom de circonscription,Electoral District Number,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Quebec/Québec","Abitibi--Témiscamingue","24001","Christine Moore NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Dupuy, Que./Qc","Infirmière/",24763,51.2,      9505,  19.7
"Quebec/Québec","Abitibi--Témiscamingue","24001","Marc Lemay ** Bloc Québécois/Bloc Québécois","Rouyn-Noranda, Que./Qc","/Avocat",15258,31.6,,
"Quebec/Québec","Abitibi--Témiscamingue","24001","Steven Hébert Conservative/Conservateur","Val-d'Or, Que./Qc","Étudiant/",4777,9.9,,
"Quebec/Québec","Abitibi--Témiscamingue","24001","Suzie Grenon Liberal/Libéral","Rouyn-Noranda, Que./Qc","/Commis-comptes payables",2859,5.9,,
"Quebec/Québec","Abitibi--Témiscamingue","24001","Patrick Rochon Green Party/Parti Vert","Évain, Que./Qc","Technicien informatique/",694,1.4,,
"Quebec/Québec","Ahuntsic","24002","Maria Mourani ** Bloc Québécois/Bloc Québécois","Blainville, Que./Qc","/Parlementaire",14908,31.8,       708,   1.5
"Quebec/Québec","Ahuntsic","24002","Chantal Reeves NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Préposée aux comm. d'urgence - 911",14200,30.3,,
"Quebec/Québec","Ahuntsic","24002","Noushig Eloyan Liberal/Libéral","Montréal, Que./Qc","/Ingénieure junior",13087,27.9,,
"Quebec/Québec","Ahuntsic","24002","Constantin Kiryakidis Conservative/Conservateur","Laval, Que./Qc","/Avocat",3770,8,,
"Quebec/Québec","Ahuntsic","24002","Ted Kouretas Green Party/Parti Vert","Montréal, Que./Qc","/Enseignant",620,1.3,,
"Quebec/Québec","Ahuntsic","24002","Jean-Olivier Berthiaume Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Étudiant",299,.6,,
"Quebec/Québec","Alfred-Pellan","24003","Rosane Doré Lefebvre NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laval, Que./Qc","/Commis de plancher",23098,42.1,     10594,  19.3
"Quebec/Québec","Alfred-Pellan","24003","Robert Carrier ** Bloc Québécois/Bloc Québécois","Laval, Que./Qc","/Ingénieur",12504,22.8,,
"Quebec/Québec","Alfred-Pellan","24003","Angelo G. Iacono Liberal/Libéral","Ottawa, Ont.","/Avocat",12070,22,,
"Quebec/Québec","Alfred-Pellan","24003","Pierre Lefebvre Conservative/Conservateur","Laval, Que./Qc","/Entrepreneur et Paramédic",6157,11.2,,
"Quebec/Québec","Alfred-Pellan","24003","Dylan Perceval-Maxwell Green Party/Parti Vert","Montréal, Que./Qc","/Businessman",798,1.5,,
"Quebec/Québec","Alfred-Pellan","24003","Régent Millette Independent/Indépendant","Laval, Que./Qc","/Retraité",245,.4,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Mylène Freeman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Verdun, Que./Qc","/Étudiante",25802,44.3,      8922,  15.3
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Mario Laframboise ** Bloc Québécois/Bloc Québécois","Notre-Dame-de-la-Paix, Que./Qc","/Parlementaire",16880,29,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Daniel Fox Liberal/Libéral","Verdun, Que./Qc","/Comptable agréé ",7135,12.2,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Yvan Patry Conservative/Conservateur","Oka, Que./Qc","Retraité/",6497,11.1,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Stephen Matthews Green Party/Parti Vert","Saint-André-d'Argenteuil, Que./Qc","/Enseignant",1506,2.6,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Michel Daniel Guibord Independent/Indépendant","Mirabel, Que./Qc","Charpentier - Menuisier/",342,.6,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","24004","Christian-Simon Ferlatte Marxist-Leninist/Marxiste-Léniniste","Cantley, Que./Qc","/Étudiant",117,.2,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","24054","Louis Plamondon ** Bloc Québécois/Bloc Québécois","Sorel-Tracy, Que./Qc","/Parlementaire",19046,38.3,      1341,   2.7
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","24054","Krista Lalonde NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Resolution Specialist/",17705,35.6,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","24054","Charles Cartier Conservative/Conservateur","Saint-Gérard-Majella, Que./Qc","Agriculteur Bio./",6478,13,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","24054","Rhéal Blais Liberal/Libéral","Sorel-Tracy, Que./Qc","/Entrepreneur en isolation-consultant",5024,10.1,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","24054","Anne-Marie Tanguay Green Party/Parti Vert","Bécancour, Que./Qc","/Agricultrice",1479,3,,
"Quebec/Québec","Beauce","24005","Maxime Bernier ** Conservative/Conservateur","Saint-Georges, Que./Qc","/Parlementaire",26799,50.7,     10968,  20.8
"Quebec/Québec","Beauce","24005","Serge Bergeron NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Victor, Que./Qc","/Retraité",15831,30,,
"Quebec/Québec","Beauce","24005","Claude Morin Liberal/Libéral","Saint-Georges, Que./Qc","/Retraité",5833,11,,
"Quebec/Québec","Beauce","24005","Sylvio Morin Bloc Québécois/Bloc Québécois","Vaudreuil-Dorion, Que./Qc","/Directeur général",3535,6.7,,
"Quebec/Québec","Beauce","24005","Etienne Doyon Lessard Green Party/Parti Vert","Lévis, Que./Qc","/Étudiant",852,1.6,,
"Quebec/Québec","Beauharnois--Salaberry","24006","Anne Minh-Thu Quach NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Valleyfield, Que./Qc","/Enseignante au secondaire",23998,43.8,      5816,  10.6
"Quebec/Québec","Beauharnois--Salaberry","24006","Claude DeBellefeuille ** Bloc Québécois/Bloc Québécois","Ormstown, Que./Qc","/Parlementaire",18182,33.2,,
"Quebec/Québec","Beauharnois--Salaberry","24006","David Couturier Conservative/Conservateur","Ottawa, Ont.","/Conseiller politique",7049,12.9,,
"Quebec/Québec","Beauharnois--Salaberry","24006","François Deslandres Liberal/Libéral","Montréal, Que./Qc","/Étudiant",4559,8.3,,
"Quebec/Québec","Beauharnois--Salaberry","24006","Rémi Pelletier Green Party/Parti Vert","Sainte-Martine, Que./Qc","/Gestionnaire de projet",1003,1.8,,
"Quebec/Québec","Beauport--Limoilou","24007","Raymond Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Préposé aux renseignements",24306,46.1,     10461,  19.8
"Quebec/Québec","Beauport--Limoilou","24007","Sylvie Boucher ** Conservative/Conservateur","Québec, Que./Qc","/Parlementaire",13845,26.2,,
"Quebec/Québec","Beauport--Limoilou","24007","Michel Létourneau Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Producteur",10250,19.4,,
"Quebec/Québec","Beauport--Limoilou","24007","Lorraine Chartier Liberal/Libéral","Beauceville, Que./Qc","/Sociologue",3162,6,,
"Quebec/Québec","Beauport--Limoilou","24007","Louise Courville Green Party/Parti Vert","Québec, Que./Qc","/Musicienne-Réalisatrice",950,1.8,,
"Quebec/Québec","Beauport--Limoilou","24007","Anne-Marie Genest CHP Canada/PHC Canada","Québec, Que./Qc","/Commis/service à la clientèle",124,.2,,
"Quebec/Québec","Beauport--Limoilou","24007","Claude Moreau Marxist-Leninist/Marxiste-Léniniste","Québec, Que./Qc","/Mécanicien machines fixes",122,.2,,
"Quebec/Québec","Berthier--Maskinongé","24008","Ruth Ellen Brosseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","/Assistant Manager",22403,39.6,      5735,  10.1
"Quebec/Québec","Berthier--Maskinongé","24008","Guy André ** Bloc Québécois/Bloc Québécois","Trois-Rivières, Que./Qc","/Parlementaire",16668,29.4,,
"Quebec/Québec","Berthier--Maskinongé","24008","Francine Gaudet Liberal/Libéral","Trois-Rivières, Que./Qc","/Directrice d'école",8060,14.2,,
"Quebec/Québec","Berthier--Maskinongé","24008","Marie-Claude Godue Conservative/Conservateur","Saint-Léon, Que./Qc","/Femme d'affaires",7904,14,,
"Quebec/Québec","Berthier--Maskinongé","24008","Léonie Matteau Green Party/Parti Vert","Shawinigan, Que./Qc","/Étudiante",1196,2.1,,
"Quebec/Québec","Berthier--Maskinongé","24008","Martin Jubinville Rhinoceros/Rhinocéros","Saint-Norbert, Que./Qc","/Éducateur spécialisé",373,.7,,
"Quebec/Québec","Bourassa","24009","Denis Coderre ** Liberal/Libéral","Montréal-Nord, Que./Qc","/Parlementaire",15550,40.9,      3280,   8.6
"Quebec/Québec","Bourassa","24009","Julie Demers NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal-Nord, Que./Qc","/Rédactrice-Traductrice",12270,32.3,,
"Quebec/Québec","Bourassa","24009","Daniel Mailhot Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Directeur adjoint",6105,16.1,,
"Quebec/Québec","Bourassa","24009","David Azoulay Conservative/Conservateur","Montréal, Que./Qc","/Chiropraticien",3354,8.8,,
"Quebec/Québec","Bourassa","24009","Tiziana Centazzo Green Party/Parti Vert","Montréal-Nord, Que./Qc","/Service à la clientèle",613,1.6,,
"Quebec/Québec","Bourassa","24009","Geneviève Royer Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Enseignante",121,.3,,
"Quebec/Québec","Brome--Missisquoi","24010","Pierre Jacob NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Longueuil, Que./Qc","/Retraité (professeur)",22407,42.6,     10818,  20.6
"Quebec/Québec","Brome--Missisquoi","24010","Denis Paradis Liberal/Libéral","Saint-Armand, Que./Qc","/Avocat",11589,22.1,,
"Quebec/Québec","Brome--Missisquoi","24010","Christelle Bogosta Bloc Québécois/Bloc Québécois","Bedford, Que./Qc","/Professionnelle - santé et services sociaux",11173,21.3,,
"Quebec/Québec","Brome--Missisquoi","24010","Nolan LeBlanc-Bauerle Conservative/Conservateur","Ottawa, Ont.","/Political Aide ",6256,11.9,,
"Quebec/Québec","Brome--Missisquoi","24010","Benoit Lambert Green Party/Parti Vert","Bromont, Que./Qc","/Entrepreneur",1120,2.1,,
"Quebec/Québec","Brossard--La Prairie","24011","Hoang Mai NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Notaire",25512,41,      8536,  13.7
"Quebec/Québec","Brossard--La Prairie","24011","Alexandra Mendès ** Liberal/Libéral","Brossard, Que./Qc","/Parlementaire",16976,27.3,,
"Quebec/Québec","Brossard--La Prairie","24011","Marcel Lussier Bloc Québécois/Bloc Québécois","Brossard, Que./Qc","/Ingénieur",10890,17.5,,
"Quebec/Québec","Brossard--La Prairie","24011","Maurice Brossard Conservative/Conservateur","La Prairie, Que./Qc","/Homme d'affaires",7806,12.6,,
"Quebec/Québec","Brossard--La Prairie","24011","Kevin Murphy Green Party/Parti Vert","Brossard, Que./Qc","/Mécanicien d'ascenseur",900,1.4,,
"Quebec/Québec","Brossard--La Prairie","24011","Normand Chouinard Marxist-Leninist/Marxiste-Léniniste","Saint-Philippe, Que./Qc","/Camionneur",110,.2,,
"Quebec/Québec","Chambly--Borduas","24012","Matthew Dubé NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Bruno, Que./Qc","/Étudiant",29591,42.7,     10444,  15.1
"Quebec/Québec","Chambly--Borduas","24012","Yves Lessard ** Bloc Québécois/Bloc Québécois","Saint-Basile-le-Grand, Que./Qc","/Conseiller en relations de travail",19147,27.7,,
"Quebec/Québec","Chambly--Borduas","24012","Jean-François Mercier Independent/Indépendant","Carignan, Que./Qc","/Humoriste",7843,11.3,,
"Quebec/Québec","Chambly--Borduas","24012","Bernard DeLorme Liberal/Libéral","Mont-Saint-Hilaire, Que./Qc","/Retraité",6165,8.9,,
"Quebec/Québec","Chambly--Borduas","24012","Nathalie Ferland Drolet Conservative/Conservateur","Saint-Jean-sur-Richelieu, Que./Qc","/Entrepreneur en traduction",5425,7.8,,
"Quebec/Québec","Chambly--Borduas","24012","Nicholas Lescarbeau Green Party/Parti Vert","Chambly, Que./Qc","/Appariteur",1072,1.5,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","24013","Anne-Marie Day NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Directrice générale",24131,45,      7911,  14.8
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","24013","Daniel Petit ** Conservative/Conservateur","Québec, Que./Qc","/Parlementaire",16220,30.3,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","24013","Félix Grenier Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Candidat au doctorat",8732,16.3,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","24013","Martine Gaudreault Liberal/Libéral","Québec, Que./Qc","/Spécialiste en affaires publiques",3505,6.5,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","24013","Simon Verret Green Party/Parti Vert","Québec, Que./Qc","/Étudiant",832,1.6,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","24013","Simon Cormier CHP Canada/PHC Canada","Saint-Charles, Que./Qc","/Entrepreneur",189,.4,,
"Quebec/Québec","Châteauguay--Saint-Constant","24015","Sylvain Chicoine NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Delson, Que./Qc","/Agent de la paix",29156,52,     14199,  25.3
"Quebec/Québec","Châteauguay--Saint-Constant","24015","Carole Freeman ** Bloc Québécois/Bloc Québécois","Léry, Que./Qc","/Avocate",14957,26.7,,
"Quebec/Québec","Châteauguay--Saint-Constant","24015","André Turcôt Conservative/Conservateur","Saint-Constant, Que./Qc","/Homme d'affaires et agriculteur",5756,10.3,,
"Quebec/Québec","Châteauguay--Saint-Constant","24015","Linda Schwey Liberal/Libéral","Outremont, Que./Qc","Chartered Accountant/",5069,9,,
"Quebec/Québec","Châteauguay--Saint-Constant","24015","Clara Kwan Green Party/Parti Vert","Saint-Hubert, Que./Qc","/Entrepreneur",923,1.6,,
"Quebec/Québec","Châteauguay--Saint-Constant","24015","Linda Sullivan Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Commis de bureau",162,.3,,
"Quebec/Québec","Chicoutimi--Le Fjord","24016","Dany Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laterrière, Que./Qc","/Chiropraticien",19430,38.1,      4755,   9.3
"Quebec/Québec","Chicoutimi--Le Fjord","24016","Robert Bouchard ** Bloc Québécois/Bloc Québécois","Chicoutimi, Que./Qc","/Parlementaire",14675,28.8,,
"Quebec/Québec","Chicoutimi--Le Fjord","24016","Carol Néron Conservative/Conservateur","Jonquière, Que./Qc","/Conseiller en communications",12881,25.3,,
"Quebec/Québec","Chicoutimi--Le Fjord","24016","Marc Pettersen Liberal/Libéral","Chicoutimi, Que./Qc","/Menuisier-Graphiste",2852,5.6,,
"Quebec/Québec","Chicoutimi--Le Fjord","24016","Charles-Olivier Bolduc-Tremblay Green Party/Parti Vert","L'Anse-Saint-Jean, Que./Qc","/Enseignant",780,1.5,,
"Quebec/Québec","Chicoutimi--Le Fjord","24016","Marielle Couture Rhinoceros/Rhinocéros","Chicoutimi, Que./Qc","/Artiste-Graphiste",340,.7,,
"Quebec/Québec","Compton--Stanstead","24017","Jean Rousseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Denis-de-Brompton, Que./Qc","/Conseiller en ressources humaines",24097,47.6,     10918,  21.6
"Quebec/Québec","Compton--Stanstead","24017","France Bonsant ** Bloc Québécois/Bloc Québécois","Sherbrooke, Que./Qc","/Parlementaire",13179,26,,
"Quebec/Québec","Compton--Stanstead","24017","William Hogg Liberal/Libéral","Magog, Que./Qc","/University Teacher",6132,12.1,,
"Quebec/Québec","Compton--Stanstead","24017","Sandrine Gressard Bélanger Conservative/Conservateur","Compton, Que./Qc","/Formatrice",5982,11.8,,
"Quebec/Québec","Compton--Stanstead","24017","Gary Caldwell Green Party/Parti Vert","Sainte-Edwidge, Que./Qc","/Entrepreneur",1241,2.5,,
"Quebec/Québec","Drummond","24018","François Choquette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Drummondville, Que./Qc","/Enseignant",24489,51.6,     14079,  29.7
"Quebec/Québec","Drummond","24018","Roger Pomerleau ** Bloc Québécois/Bloc Québécois","Lefebvre, Que./Qc","/Parlementaire",10410,22,,
"Quebec/Québec","Drummond","24018","Normand W. Bernier Conservative/Conservateur","Drummondville, Que./Qc","/Directeur général",7555,15.9,,
"Quebec/Québec","Drummond","24018","Pierre Côté Liberal/Libéral","Drummondville, Que./Qc","/Consultant",3979,8.4,,
"Quebec/Québec","Drummond","24018","Robin Fortin Green Party/Parti Vert","Wickham, Que./Qc","/Maraîcher",987,2.1,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","24019","Philip Toone NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Maria, Que./Qc","/Notaire",12427,33.8,       777,   2.1
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","24019","Daniel Côté Bloc Québécois/Bloc Québécois","Gaspé, Que./Qc","/Avocat",11650,31.6,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","24019","Régent Bastien Conservative/Conservateur","Paspébiac, Que./Qc","/Enseignant",6292,17.1,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","24019","Jules Duguay Liberal/Libéral","Port-Daniel, Que./Qc","/Directeur en loisirs",5533,15,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","24019","Julien Leblanc Green Party/Parti Vert","Nouvelle, Que./Qc","/Caméraman",913,2.5,,
"Quebec/Québec","Gatineau","24020","Françoise Boivin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","/Avocate",35262,61.8,     26643,  46.7
"Quebec/Québec","Gatineau","24020","Richard Nadeau ** Bloc Québécois/Bloc Québécois","Gatineau, Que./Qc","Parlementaire/",8619,15.1,,
"Quebec/Québec","Gatineau","24020","Steve MacKinnon Liberal/Libéral","Gatineau, Que./Qc","Gestionnaire/",7975,14,,
"Quebec/Québec","Gatineau","24020","Jennifer Gearey Conservative/Conservateur","Gatineau, Que./Qc","/Conseillère en communications",4532,7.9,,
"Quebec/Québec","Gatineau","24020","Jonathan Meijer Green Party/Parti Vert","Gatineau, Que./Qc","/Ingénieur informaticien",639,1.1,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","24041","Jean-François Fortin Bloc Québécois/Bloc Québécois","Sainte-Flavie, Que./Qc","/Enseignant",12633,36.1,      3669,  10.5
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","24041","Nancy Charest Liberal/Libéral","Matane, Que./Qc","/Avocate",8964,25.6,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","24041","Joanie Boulet NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Magog, Que./Qc","/Étudiante",7484,21.4,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","24041","Allen Cormier Conservative/Conservateur","Cap-Chat, Que./Qc","/Préfet MRC de la Haute-Gaspésie",5253,15,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","24041","Louis Drainville Green Party/Parti Vert","Saint-Joseph-de-Lepage, Que./Qc","/Agronome et biologiste",707,2,,
"Quebec/Québec","Hochelaga","24021","Marjolaine Boutin-Sweet NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Guide-animateur",22314,48.2,      7863,  17.0
"Quebec/Québec","Hochelaga","24021","Daniel Paillé ** Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Parlementaire",14451,31.2,,
"Quebec/Québec","Hochelaga","24021","Gilbert Thibodeau Liberal/Libéral","Montréal, Que./Qc","/Gestionnaire",5064,10.9,,
"Quebec/Québec","Hochelaga","24021","Audrey Castonguay Conservative/Conservateur","Montréal, Que./Qc","/Ressources humaines",3126,6.7,,
"Quebec/Québec","Hochelaga","24021","Yaneisy Delgado Dihigo Green Party/Parti Vert","Montréal, Que./Qc","/Gérante",798,1.7,,
"Quebec/Québec","Hochelaga","24021","Hugo Samson Veillette Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Étudiant",246,.5,,
"Quebec/Québec","Hochelaga","24021","Marianne Breton Fontaine Communist/Communiste","Montréal, Que./Qc","/Étudiante",180,.4,,
"Quebec/Québec","Hochelaga","24021","Christine Dandenault Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Secrétaire",143,.3,,
